N5	t1	{Alca_torda}|{A-SK01, A-SK7, CISK2, A-SK8, CHSK_MKP2451, GRSK_MKP1592, GRSK_MKP1593, CISK3, CISK55, POJA_MKP1559, POJA_4, POJA_IB2659}#{LTJA_MKP990}|{PAJA_B20730, PAJA_US-M606730}	1.0	51759.75	58747.0
N5	t2	{Alca_torda}|{LTJA_MKP990}#{A-SK01, A-SK7, CISK2, A-SK8, CHSK_MKP2451, GRSK_MKP1592, GRSK_MKP1593, CISK3, CISK55, POJA_MKP1559, POJA_4, POJA_IB2659}|{PAJA_B20730, PAJA_US-M606730}	0.0	2940.25	58747.0
N5	t3	{Alca_torda}|{PAJA_B20730, PAJA_US-M606730}#{A-SK01, A-SK7, CISK2, A-SK8, CHSK_MKP2451, GRSK_MKP1592, GRSK_MKP1593, CISK3, CISK55, POJA_MKP1559, POJA_4, POJA_IB2659}|{LTJA_MKP990}	0.0	4047.0	58747.0
N6	t1	{Alca_torda}|{LTJA_MKP990, PAJA_B20730, PAJA_US-M606730}#{A-SK01, A-SK7, CISK2, A-SK8, CHSK_MKP2451, GRSK_MKP1592, GRSK_MKP1593, CISK3, CISK55}|{POJA_MKP1559, POJA_4, POJA_IB2659}	1.0	58731.765432098764	58747.0
N6	t2	{Alca_torda}|{A-SK01, A-SK7, CISK2, A-SK8, CHSK_MKP2451, GRSK_MKP1592, GRSK_MKP1593, CISK3, CISK55}#{POJA_MKP1559, POJA_4, POJA_IB2659}|{LTJA_MKP990, PAJA_B20730, PAJA_US-M606730}	0.0	7.9753086419753085	58747.0
N6	t3	{Alca_torda}|{POJA_MKP1559, POJA_4, POJA_IB2659}#{A-SK01, A-SK7, CISK2, A-SK8, CHSK_MKP2451, GRSK_MKP1592, GRSK_MKP1593, CISK3, CISK55}|{LTJA_MKP990, PAJA_B20730, PAJA_US-M606730}	0.0	7.2592592592592595	58747.0
N7	t1	{Alca_torda, LTJA_MKP990, PAJA_B20730, PAJA_US-M606730}|{POJA_MKP1559, POJA_4, POJA_IB2659}#{A-SK01, A-SK7, CISK2, A-SK8, CHSK_MKP2451, CISK3, CISK55}|{GRSK_MKP1592, GRSK_MKP1593}	1.0	39211.13095238116	58747.0
N7	t2	{Alca_torda, LTJA_MKP990, PAJA_B20730, PAJA_US-M606730}|{GRSK_MKP1592, GRSK_MKP1593}#{A-SK01, A-SK7, CISK2, A-SK8, CHSK_MKP2451, CISK3, CISK55}|{POJA_MKP1559, POJA_4, POJA_IB2659}	0.0	9480.184523810447	58747.0
N7	t3	{Alca_torda, LTJA_MKP990, PAJA_B20730, PAJA_US-M606730}|{A-SK01, A-SK7, CISK2, A-SK8, CHSK_MKP2451, CISK3, CISK55}#{GRSK_MKP1592, GRSK_MKP1593}|{POJA_MKP1559, POJA_4, POJA_IB2659}	0.0	10055.68452381023	58747.0
N8	t1	{Alca_torda, POJA_MKP1559, POJA_4, POJA_IB2659, LTJA_MKP990, PAJA_B20730, PAJA_US-M606730}|{GRSK_MKP1592, GRSK_MKP1593}#{A-SK01, A-SK7, CISK2, A-SK8, CISK3, CISK55}|{CHSK_MKP2451}	1.0	21513.357142856854	58747.0
N8	t2	{Alca_torda, POJA_MKP1559, POJA_4, POJA_IB2659, LTJA_MKP990, PAJA_B20730, PAJA_US-M606730}|{CHSK_MKP2451}#{A-SK01, A-SK7, CISK2, A-SK8, CISK3, CISK55}|{GRSK_MKP1592, GRSK_MKP1593}	5.286400132676797E-55	20223.67857142862	58747.0
N8	t3	{Alca_torda, POJA_MKP1559, POJA_4, POJA_IB2659, LTJA_MKP990, PAJA_B20730, PAJA_US-M606730}|{A-SK01, A-SK7, CISK2, A-SK8, CISK3, CISK55}#{CHSK_MKP2451}|{GRSK_MKP1592, GRSK_MKP1593}	0.0	17009.96428571419	58747.0
N9	t1	{Alca_torda, GRSK_MKP1592, GRSK_MKP1593, POJA_MKP1559, POJA_4, POJA_IB2659, LTJA_MKP990, PAJA_B20730, PAJA_US-M606730}|{CHSK_MKP2451}#{A-SK01, A-SK7, A-SK8}|{CISK2, CISK3, CISK55}	0.7410952188781952	20753.34567901231	58747.0
N9	t2	{Alca_torda, GRSK_MKP1592, GRSK_MKP1593, POJA_MKP1559, POJA_4, POJA_IB2659, LTJA_MKP990, PAJA_B20730, PAJA_US-M606730}|{CISK2, CISK3, CISK55}#{A-SK01, A-SK7, A-SK8}|{CHSK_MKP2451}	0.0	17252.25925925965	58747.0
N9	t3	{Alca_torda, GRSK_MKP1592, GRSK_MKP1593, POJA_MKP1559, POJA_4, POJA_IB2659, LTJA_MKP990, PAJA_B20730, PAJA_US-M606730}|{A-SK01, A-SK7, A-SK8}#{CISK2, CISK3, CISK55}|{CHSK_MKP2451}	0.2589047811106363	20741.39506172771	58747.0
